"Labor force data by county, not seasonally adjusted, February 2020-March 2021(p)",,,,,,,,
--------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,
                 ,  FIPS Codes  ,                                          ,           ,  Civilian  ,            ,     Unemployed,,
 CN0803300000000 ,8,33," Dolores County, CO                       ",   Feb-20  ,"1,089","1,051",38,3.5
 CN0803500000000 ,8,35," Douglas County, CO                       ",   Feb-20  ,"199,481","194,736","4,745",2.4
 CN0803700000000 ,8,37," Eagle County, CO                         ",   Feb-20  ,"38,638","37,857",781,2
 CN0803900000000 ,8,39," Elbert County, CO                        ",   Feb-20  ,"15,416","15,055",361,2.3
 CN0804100000000 ,8,41," El Paso County, CO                       ",   Feb-20  ,"345,732","334,198","11,534",3.3
 CN0804300000000 ,8,43," Fremont County, CO                       ",   Feb-20  ,"14,723","13,992",731,5
 CN0804500000000 ,8,45," Garfield County, CO                      ",   Feb-20  ,"33,609","32,527","1,082",3.2
 CN0804700000000 ,8,47," Gilpin County, CO                        ",   Feb-20  ,"3,861","3,780",81,2.1
 CN0804900000000 ,8,49," Grand County, CO                         ",   Feb-20  ,"10,350","10,125",225,2.2
 CN0805100000000 ,8,51," Gunnison County, CO                      ",   Feb-20  ,"11,890","11,631",259,2.2
 CN0805300000000 ,8,53," Hinsdale County, CO                      ",   Feb-20  ,393,382,11,2.8
 CN0805500000000 ,8,55," Huerfano County, CO                      ",   Feb-20  ,"2,567","2,382",185,7.2
 CN0805700000000 ,8,57," Jackson County, CO                       ",   Feb-20  ,904,874,30,3.3
 CN0805900000000 ,8,59," Jefferson County, CO                     ",   Feb-20  ,"337,920","329,173","8,747",2.6
 CN0806100000000 ,8,61," Kiowa County, CO                         ",   Feb-20  ,934,921,13,1.4
 CN0806300000000 ,8,63," Kit Carson County, CO                    ",   Feb-20  ,"4,238","4,160",78,1.8
 CN0806500000000 ,8,65," Lake County, CO                          ",   Feb-20  ,"5,274","5,167",107,2
 CN0806700000000 ,8,67," La Plata County, CO                      ",   Feb-20  ,"31,589","30,660",929,2.9
 CN0806900000000 ,8,69," Larimer County, CO                       ",   Feb-20  ,"206,916","201,519","5,397",2.6
 CN0807100000000 ,8,71," Las Animas County, CO                    ",   Feb-20  ,"6,391","6,129",262,4.1
 CN0807300000000 ,8,73," Lincoln County, CO                       ",   Feb-20  ,"2,350","2,280",70,3
 CN0807500000000 ,8,75," Logan County, CO                         ",   Feb-20  ,"10,935","10,660",275,2.5
 CN0807700000000 ,8,77," Mesa County, CO                          ",   Feb-20  ,"76,322","73,251","3,071",4
 CN0807900000000 ,8,79," Mineral County, CO                       ",   Feb-20  ,545,531,14,2.6
 CN0808100000000 ,8,81," Moffat County, CO                        ",   Feb-20  ,"7,351","7,046",305,4.1
 CN0808300000000 ,8,83," Montezuma County, CO                     ",   Feb-20  ,"12,509","11,821",688,5.5
 CN0808500000000 ,8,85," Montrose County, CO                      ",   Feb-20  ,"21,532","20,781",751,3.5
 CN0808700000000 ,8,87," Morgan County, CO                        ",   Feb-20  ,"16,200","15,763",437,2.7
 CN0808900000000 ,8,89," Otero County, CO                         ",   Feb-20  ,"8,136","7,775",361,4.4
 CN0809100000000 ,8,91," Ouray County, CO                         ",   Feb-20  ,"2,370","2,290",80,3.4
 CN0809300000000 ,8,93," Park County, CO                          ",   Feb-20  ,"11,391","11,105",286,2.5
 CN0809500000000 ,8,95," Phillips County, CO                      ",   Feb-20  ,"2,470","2,430",40,1.6
 CN0809700000000 ,8,97," Pitkin County, CO                        ",   Feb-20  ,"11,348","11,079",269,2.4
 CN0809900000000 ,8,99," Prowers County, CO                       ",   Feb-20  ,"6,222","6,062",160,2.6
 CN0810100000000 ,8,101," Pueblo County, CO                        ",   Feb-20  ,"77,437","74,252","3,185",4.1
 CN0810300000000 ,8,103," Rio Blanco County, CO                    ",   Feb-20  ,"2,922","2,818",104,3.6
 CN0810500000000 ,8,105," Rio Grande County, CO                    ",   Feb-20  ,"5,286","5,012",274,5.2
 CN0810700000000 ,8,107," Routt County, CO                         ",   Feb-20  ,"17,319","16,968",351,2
 CN0810900000000 ,8,109," Saguache County, CO                      ",   Feb-20  ,"3,424","3,259",165,4.8
 CN0811100000000 ,8,111," San Juan County, CO                      ",   Feb-20  ,510,493,17,3.3
 CN0811300000000 ,8,113," San Miguel County, CO                    ",   Feb-20  ,"6,262","6,151",111,1.8
 CN0811500000000 ,8,115," Sedgwick County, CO                      ",   Feb-20  ,"1,150","1,123",27,2.3
 CN0811700000000 ,8,117," Summit County, CO                        ",   Feb-20  ,"25,779","25,387",392,1.5
 CN0811900000000 ,8,119," Teller County, CO                        ",   Feb-20  ,"12,994","12,596",398,3.1
 CN0812100000000 ,8,121," Washington County, CO                    ",   Feb-20  ,"2,862","2,799",63,2.2
 CN0812300000000 ,8,123," Weld County, CO                          ",   Feb-20  ,"170,316","165,488","4,828",2.8
 CN0812500000000 ,8,125," Yuma County, CO                          ",   Feb-20  ,"5,507","5,404",103,1.9
 CN0900100000000 ,9,1," Fairfield County, CT                     ",   Feb-20  ,"477,644","458,527","19,117",4
 CN0900300000000 ,9,3," Hartford County, CT                      ",   Feb-20  ,"485,388","465,863","19,525",4
 CN0900500000000 ,9,5," Litchfield County, CT                    ",   Feb-20  ,"104,709","100,419","4,290",4.1
 CN0900700000000 ,9,7," Middlesex County, CT                     ",   Feb-20  ,"94,553","91,199","3,354",3.5
 CN0900900000000 ,9,9," New Haven County, CT                     ",   Feb-20  ,"463,588","444,443","19,145",4.1
 CN0901100000000 ,9,11," New London County, CT                    ",   Feb-20  ,"135,142","129,691","5,451",4
 CN0901300000000 ,9,13," Tolland County, CT                       ",   Feb-20  ,"87,618","84,463","3,155",3.6
 CN0901500000000 ,9,15," Windham County, CT                       ",   Feb-20  ,"64,325","61,510","2,815",4.4
 CN1000100000000 ,10,1," Kent County, DE                          ",   Feb-20  ,"81,298","77,345","3,953",4.9
 CN1000300000000 ,10,3," New Castle County, DE                    ",   Feb-20  ,"307,963","295,174","12,789",4.2
 CN1000500000000 ,10,5," Sussex County, DE                        ",   Feb-20  ,"106,193","100,687","5,506",5.2
 CN1100100000000 ,11,1, District of Columbia                     ,   Feb-20  ,"425,308","404,594","20,714",4.9
 CN1200100000000 ,12,1," Alachua County, FL                       ",   Feb-20  ,"141,434","137,423","4,011",2.8
 CN1200300000000 ,12,3," Baker County, FL                         ",   Feb-20  ,"12,150","11,780",370,3
 CN1200500000000 ,12,5," Bay County, FL                           ",   Feb-20  ,"83,921","81,200","2,721",3.2
 CN1200700000000 ,12,7," Bradford County, FL                      ",   Feb-20  ,"11,049","10,610",439,4
 CN1200900000000 ,12,9," Brevard County, FL                       ",   Feb-20  ,"287,132","277,773","9,359",3.3
 CN1201100000000 ,12,11," Broward County, FL                       ",   Feb-20  ,"1,056,657","1,022,090","34,567",3.3
 CN1201300000000 ,12,13," Calhoun County, FL                       ",   Feb-20  ,"4,835","4,670",165,3.4
 CN1201500000000 ,12,15," Charlotte County, FL                     ",   Feb-20  ,"73,943","71,179","2,764",3.7
 CN1201700000000 ,12,17," Citrus County, FL                        ",   Feb-20  ,"47,460","45,042","2,418",5.1
 CN1201900000000 ,12,19," Clay County, FL                          ",   Feb-20  ,"108,815","105,429","3,386",3.1
 CN1202100000000 ,12,21," Collier County, FL                       ",   Feb-20  ,"188,863","183,209","5,654",3
 CN1202300000000 ,12,23," Columbia County, FL                      ",   Feb-20  ,"30,066","29,068",998,3.3
 CN1202700000000 ,12,27," DeSoto County, FL                        ",   Feb-20  ,"15,178","14,648",530,3.5
 CN1202900000000 ,12,29," Dixie County, FL                         ",   Feb-20  ,"5,991","5,754",237,4
 CN1203100000000 ,12,31," Duval County, FL                         ",   Feb-20  ,"493,642","477,181","16,461",3.3
 CN1203300000000 ,12,33," Escambia County, FL                      ",   Feb-20  ,"146,834","141,854","4,980",3.4
 CN1203500000000 ,12,35," Flagler County, FL                       ",   Feb-20  ,"48,441","46,560","1,881",3.9
 CN1203700000000 ,12,37," Franklin County, FL                      ",   Feb-20  ,"4,725","4,575",150,3.2
 CN1203900000000 ,12,39," Gadsden County, FL                       ",   Feb-20  ,"18,907","18,136",771,4.1
 CN1204100000000 ,12,41," Gilchrist County, FL                     ",   Feb-20  ,"7,418","7,172",246,3.3
 CN1204300000000 ,12,43," Glades County, FL                        ",   Feb-20  ,"5,429","5,210",219,4
 CN1204500000000 ,12,45," Gulf County, FL                          ",   Feb-20  ,"5,132","4,944",188,3.7
 CN1204700000000 ,12,47," Hamilton County, FL                      ",   Feb-20  ,"4,188","4,002",186,4.4
 CN1204900000000 ,12,49," Hardee County, FL                        ",   Feb-20  ,"8,645","8,256",389,4.5
 CN1205100000000 ,12,51," Hendry County, FL                        ",   Feb-20  ,"15,723","14,906",817,5.2
 CN1205300000000 ,12,53," Hernando County, FL                      ",   Feb-20  ,"73,453","70,227","3,226",4.4
 CN1205500000000 ,12,55," Highlands County, FL                     ",   Feb-20  ,"35,871","34,159","1,712",4.8
 CN1205700000000 ,12,57," Hillsborough County, FL                  ",   Feb-20  ,"773,174","749,257","23,917",3.1
 CN1205900000000 ,12,59," Holmes County, FL                        ",   Feb-20  ,"6,975","6,715",260,3.7
 CN1206100000000 ,12,61," Indian River County, FL                  ",   Feb-20  ,"67,255","64,746","2,509",3.7
 CN1206300000000 ,12,63," Jackson County, FL                       ",   Feb-20  ,"17,268","16,685",583,3.4
 CN1206500000000 ,12,65," Jefferson County, FL                     ",   Feb-20  ,"5,593","5,402",191,3.4
 CN1206700000000 ,12,67," Lafayette County, FL                     ",   Feb-20  ,"2,878","2,797",81,2.8
 CN1206900000000 ,12,69," Lake County, FL                          ",   Feb-20  ,"164,199","158,810","5,389",3.3
 CN1207100000000 ,12,71," Lee County, FL                           ",   Feb-20  ,"360,135","348,716","11,419",3.2
 CN1207300000000 ,12,73," Leon County, FL                          ",   Feb-20  ,"156,851","152,119","4,732",3
 CN1207500000000 ,12,75," Levy County, FL                          ",   Feb-20  ,"16,958","16,332",626,3.7
 CN1207700000000 ,12,77," Liberty County, FL                       ",   Feb-20  ,"2,704","2,611",93,3.4
 CN1207900000000 ,12,79," Madison County, FL                       ",   Feb-20  ,"7,599","7,324",275,3.6
 CN1208100000000 ,12,81," Manatee County, FL                       ",   Feb-20  ,"183,775","177,893","5,882",3.2
 CN1208300000000 ,12,83," Marion County, FL                        ",   Feb-20  ,"141,331","135,833","5,498",3.9
 CN1208500000000 ,12,85," Martin County, FL                        ",   Feb-20  ,"75,030","72,669","2,361",3.1
 CN1208600000000 ,12,86," Miami-Dade County, FL                    ",   Feb-20  ,"1,385,366","1,362,845","22,521",1.6
 CN1208700000000 ,12,87," Monroe County, FL                        ",   Feb-20  ,"47,720","46,719","1,001",2.1
 CN1208900000000 ,12,89," Nassau County, FL                        ",   Feb-20  ,"42,389","41,121","1,268",3
 CN1209100000000 ,12,91," Okaloosa County, FL                      ",   Feb-20  ,"96,610","93,862","2,748",2.8
 CN1209300000000 ,12,93," Okeechobee County, FL                    ",   Feb-20  ,"17,867","17,301",566,3.2
 CN1209500000000 ,12,95," Orange County, FL                        ",   Feb-20  ,"770,175","747,321","22,854",3
 CN1209700000000 ,12,97," Osceola County, FL                       ",   Feb-20  ,"188,290","182,026","6,264",3.3
 CN1209900000000 ,12,99," Palm Beach County, FL                    ",   Feb-20  ,"751,184","726,737","24,447",3.3
 CN1210100000000 ,12,101," Pasco County, FL                         ",   Feb-20  ,"244,755","236,044","8,711",3.6
 CN1210300000000 ,12,103," Pinellas County, FL                      ",   Feb-20  ,"496,089","480,549","15,540",3.1
 CN1210500000000 ,12,105," Polk County, FL                          ",   Feb-20  ,"314,138","302,580","11,558",3.7
 CN1210700000000 ,12,107," Putnam County, FL                        ",   Feb-20  ,"26,652","25,356","1,296",4.9
 CN1210900000000 ,12,109," St. Johns County, FL                     ",   Feb-20  ,"137,645","133,959","3,686",2.7
 CN1211100000000 ,12,111," St. Lucie County, FL                     ",   Feb-20  ,"149,806","143,857","5,949",4
 CN1211300000000 ,12,113," Santa Rosa County, FL                    ",   Feb-20  ,"84,788","82,262","2,526",3
 CN1211500000000 ,12,115," Sarasota County, FL                      ",   Feb-20  ,"191,705","185,632","6,073",3.2
 CN1211700000000 ,12,117," Seminole County, FL                      ",   Feb-20  ,"257,657","249,991","7,666",3
 CN1211900000000 ,12,119," Sumter County, FL                        ",   Feb-20  ,"33,750","32,103","1,647",4.9
 CN1212100000000 ,12,121," Suwannee County, FL                      ",   Feb-20  ,"18,353","17,715",638,3.5
 CN1212300000000 ,12,123," Taylor County, FL                        ",   Feb-20  ,"8,280","7,994",286,3.5
 CN1212500000000 ,12,125," Union County, FL                         ",   Feb-20  ,"4,685","4,546",139,3
 CN1212700000000 ,12,127," Volusia County, FL                       ",   Feb-20  ,"258,271","249,018","9,253",3.6
 CN1212900000000 ,12,129," Wakulla County, FL                       ",   Feb-20  ,"15,689","15,231",458,2.9
 CN1213100000000 ,12,131," Walton County, FL                        ",   Feb-20  ,"32,133","31,181",952,3
 CN1213300000000 ,12,133," Washington County, FL                    ",   Feb-20  ,"9,758","9,400",358,3.7
 CN1300100000000 ,13,1," Appling County, GA                       ",   Feb-20  ,"9,574","9,223",351,3.7
 CN1300300000000 ,13,3," Atkinson County, GA                      ",   Feb-20  ,"4,584","4,438",146,3.2
 CN1300500000000 ,13,5," Bacon County, GA                         ",   Feb-20  ,"4,928","4,746",182,3.7
 CN1300700000000 ,13,7," Baker County, GA                         ",   Feb-20  ,"1,229","1,175",54,4.4
 CN1300900000000 ,13,9," Baldwin County, GA                       ",   Feb-20  ,"18,253","17,477",776,4.3
 CN1301100000000 ,13,11," Banks County, GA                         ",   Feb-20  ,"10,137","9,867",270,2.7
 CN1301300000000 ,13,13," Barrow County, GA                        ",   Feb-20  ,"42,052","40,859","1,193",2.8
 CN1301500000000 ,13,15," Bartow County, GA                        ",   Feb-20  ,"51,799","50,059","1,740",3.4
 CN1301700000000 ,13,17," Ben Hill County, GA                      ",   Feb-20  ,"5,541","5,257",284,5.1
 CN1301900000000 ,13,19," Berrien County, GA                       ",   Feb-20  ,"7,687","7,349",338,4.4
 CN1302100000000 ,13,21," Bibb County, GA                          ",   Feb-20  ,"68,986","66,301","2,685",3.9
 CN1302300000000 ,13,23," Bleckley County, GA                      ",   Feb-20  ,"4,750","4,517",233,4.9
 CN1302500000000 ,13,25," Brantley County, GA                      ",   Feb-20  ,"7,335","7,057",278,3.8
 CN1302700000000 ,13,27," Brooks County, GA                        ",   Feb-20  ,"7,139","6,881",258,3.6
 CN1302900000000 ,13,29," Bryan County, GA                         ",   Feb-20  ,"19,465","18,898",567,2.9
 CN1303100000000 ,13,31," Bulloch County, GA                       ",   Feb-20  ,"38,043","36,630","1,413",3.7
 CN1303300000000 ,13,33," Burke County, GA                         ",   Feb-20  ,"9,370","8,911",459,4.9
 CN1303500000000 ,13,35," Butts County, GA                         ",   Feb-20  ,"11,199","10,824",375,3.3
 CN1303700000000 ,13,37," Calhoun County, GA                       ",   Feb-20  ,"2,381","2,293",88,3.7
 CN1303900000000 ,13,39," Camden County, GA                        ",   Feb-20  ,"21,604","20,841",763,3.5
 CN1304300000000 ,13,43," Candler County, GA                       ",   Feb-20  ,"5,825","5,675",150,2.6
 CN1304500000000 ,13,45," Carroll County, GA                       ",   Feb-20  ,"56,796","54,726","2,070",3.6
 CN1304700000000 ,13,47," Catoosa County, GA                       ",   Feb-20  ,"33,976","32,972","1,004",3
 CN1304900000000 ,13,49," Charlton County, GA                      ",   Feb-20  ,"5,075","4,894",181,3.6
 CN1305100000000 ,13,51," Chatham County, GA                       ",   Feb-20  ,"143,146","138,459","4,687",3.3
