"Labor force data by county, not seasonally adjusted, February 2021-March 2022(p)",,,,,,,,
--------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,
                 ,  FIPS Codes  ,                                          ,           ,  Civilian  ,            ,     Unemployed,,
  LAUS Area Code ,--------------,                Area Title                ,   Period  ,    Labor   ,  Employed  ,--------------------,,
                 , State, County,                                          ,           ,    Force   ,            ,   Level  ,   Rate
--------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,
 CN2502300000000 ,25,23," Plymouth County, MA                      ",   Feb-21  ,"282,265","260,091","22,174",7.9
 CN2502500000000 ,25,25," Suffolk County, MA                       ",   Feb-21  ,"450,844","418,077","32,767",7.3
 CN2502700000000 ,25,27," Worcester County, MA                     ",   Feb-21  ,"441,363","409,004","32,359",7.3
 CN2600100000000 ,26,1," Alcona County, MI                        ",   Feb-21  ,"3,606","3,283",323,9
 CN2600300000000 ,26,3," Alger County, MI                         ",   Feb-21  ,"2,913","2,616",297,10.2
 CN2600500000000 ,26,5," Allegan County, MI                       ",   Feb-21  ,"59,742","56,237","3,505",5.9
 CN2600700000000 ,26,7," Alpena County, MI                        ",   Feb-21  ,"13,062","12,194",868,6.6
 CN2600900000000 ,26,9," Antrim County, MI                        ",   Feb-21  ,"9,504","8,579",925,9.7
 CN2601100000000 ,26,11," Arenac County, MI                        ",   Feb-21  ,"5,646","5,036",610,10.8
 CN2601300000000 ,26,13," Baraga County, MI                        ",   Feb-21  ,"3,004","2,707",297,9.9
 CN2601500000000 ,26,15," Barry County, MI                         ",   Feb-21  ,"30,813","29,080","1,733",5.6
 CN2601700000000 ,26,17," Bay County, MI                           ",   Feb-21  ,"47,629","44,042","3,587",7.5
 CN2601900000000 ,26,19," Benzie County, MI                        ",   Feb-21  ,"8,210","7,533",677,8.2
 CN2602100000000 ,26,21," Berrien County, MI                       ",   Feb-21  ,"69,241","64,428","4,813",7
 CN2602300000000 ,26,23," Branch County, MI                        ",   Feb-21  ,"19,079","18,015","1,064",5.6
 CN2602500000000 ,26,25," Calhoun County, MI                       ",   Feb-21  ,"59,724","55,324","4,400",7.4
 CN2602700000000 ,26,27," Cass County, MI                          ",   Feb-21  ,"23,329","21,854","1,475",6.3
 CN2602900000000 ,26,29," Charlevoix County, MI                    ",   Feb-21  ,"11,889","10,912",977,8.2
 CN2603100000000 ,26,31," Cheboygan County, MI                     ",   Feb-21  ,"9,481","8,011","1,470",15.5
 CN2603300000000 ,26,33," Chippewa County, MI                      ",   Feb-21  ,"15,430","14,120","1,310",8.5
 CN2603500000000 ,26,35," Clare County, MI                         ",   Feb-21  ,"11,220","10,116","1,104",9.8
 CN2603700000000 ,26,37," Clinton County, MI                       ",   Feb-21  ,"39,065","37,266","1,799",4.6
 CN2603900000000 ,26,39," Crawford County, MI                      ",   Feb-21  ,"5,262","4,807",455,8.6
 CN2604100000000 ,26,41," Delta County, MI                         ",   Feb-21  ,"16,093","14,815","1,278",7.9
 CN2604300000000 ,26,43," Dickinson County, MI                     ",   Feb-21  ,"11,941","11,249",692,5.8
 CN2604500000000 ,26,45," Eaton County, MI                         ",   Feb-21  ,"54,464","51,553","2,911",5.3
 CN2604700000000 ,26,47," Emmet County, MI                         ",   Feb-21  ,"16,002","14,538","1,464",9.1
 CN2604900000000 ,26,49," Genesee County, MI                       ",   Feb-21  ,"175,172","160,554","14,618",8.3
 CN2605100000000 ,26,51," Gladwin County, MI                       ",   Feb-21  ,"9,454","8,627",827,8.7
 CN2605300000000 ,26,53," Gogebic County, MI                       ",   Feb-21  ,"5,659","5,297",362,6.4
 CN2605500000000 ,26,55," Grand Traverse County, MI                ",   Feb-21  ,"46,318","43,195","3,123",6.7
 CN2605700000000 ,26,57," Gratiot County, MI                       ",   Feb-21  ,"17,142","16,035","1,107",6.5
 CN2605900000000 ,26,59," Hillsdale County, MI                     ",   Feb-21  ,"19,666","18,459","1,207",6.1
 CN2606100000000 ,26,61," Houghton County, MI                      ",   Feb-21  ,"15,940","15,012",928,5.8
 CN2606300000000 ,26,63," Huron County, MI                         ",   Feb-21  ,"14,517","13,561",956,6.6
 CN2606500000000 ,26,65," Ingham County, MI                        ",   Feb-21  ,"143,012","134,668","8,344",5.8
 CN2606700000000 ,26,67," Ionia County, MI                         ",   Feb-21  ,"29,455","27,848","1,607",5.5
 CN2606900000000 ,26,69," Iosco County, MI                         ",   Feb-21  ,"9,421","8,573",848,9
 CN2607100000000 ,26,71," Iron County, MI                          ",   Feb-21  ,"4,616","4,249",367,8
 CN2607300000000 ,26,73," Isabella County, MI                      ",   Feb-21  ,"31,511","29,545","1,966",6.2
 CN2607500000000 ,26,75," Jackson County, MI                       ",   Feb-21  ,"72,163","67,192","4,971",6.9
 CN2607700000000 ,26,77," Kalamazoo County, MI                     ",   Feb-21  ,"128,614","121,313","7,301",5.7
 CN2607900000000 ,26,79," Kalkaska County, MI                      ",   Feb-21  ,"7,435","6,712",723,9.7
 CN2608100000000 ,26,81," Kent County, MI                          ",   Feb-21  ,"348,850","329,590","19,260",5.5
 CN2608300000000 ,26,83," Keweenaw County, MI                      ",   Feb-21  ,892,827,65,7.3
 CN2608500000000 ,26,85," Lake County, MI                          ",   Feb-21  ,"3,750","3,371",379,10.1
 CN2608700000000 ,26,87," Lapeer County, MI                        ",   Feb-21  ,"39,575","36,486","3,089",7.8
 CN2608900000000 ,26,89," Leelanau County, MI                      ",   Feb-21  ,"9,689","9,007",682,7
 CN2609100000000 ,26,91," Lenawee County, MI                       ",   Feb-21  ,"44,423","41,668","2,755",6.2
 CN2609300000000 ,26,93," Livingston County, MI                    ",   Feb-21  ,"99,730","94,658","5,072",5.1
 CN2609500000000 ,26,95," Luce County, MI                          ",   Feb-21  ,"2,081","1,902",179,8.6
 CN2609700000000 ,26,97," Mackinac County, MI                      ",   Feb-21  ,"4,101","3,342",759,18.5
 CN2609900000000 ,26,99," Macomb County, MI                        ",   Feb-21  ,"430,125","401,676","28,449",6.6
 CN2610100000000 ,26,101," Manistee County, MI                      ",   Feb-21  ,"9,386","8,508",878,9.4
 CN2610300000000 ,26,103," Marquette County, MI                     ",   Feb-21  ,"30,957","28,840","2,117",6.8
 CN2610500000000 ,26,105," Mason County, MI                         ",   Feb-21  ,"12,607","11,560","1,047",8.3
 CN2610700000000 ,26,107," Mecosta County, MI                       ",   Feb-21  ,"17,827","16,414","1,413",7.9
 CN2610900000000 ,26,109," Menominee County, MI                     ",   Feb-21  ,"10,343","9,813",530,5.1
 CN2611100000000 ,26,111," Midland County, MI                       ",   Feb-21  ,"38,072","35,778","2,294",6
 CN2611300000000 ,26,113," Missaukee County, MI                     ",   Feb-21  ,"6,686","6,191",495,7.4
 CN2611500000000 ,26,115," Monroe County, MI                        ",   Feb-21  ,"72,016","67,204","4,812",6.7
 CN2611700000000 ,26,117," Montcalm County, MI                      ",   Feb-21  ,"27,056","25,212","1,844",6.8
 CN2611900000000 ,26,119," Montmorency County, MI                   ",   Feb-21  ,"2,870","2,539",331,11.5
 CN2612100000000 ,26,121," Muskegon County, MI                      ",   Feb-21  ,"74,820","68,402","6,418",8.6
 CN2612300000000 ,26,123," Newaygo County, MI                       ",   Feb-21  ,"22,576","20,991","1,585",7
 CN2612500000000 ,26,125," Oakland County, MI                       ",   Feb-21  ,"645,599","611,032","34,567",5.4
 CN2612700000000 ,26,127," Oceana County, MI                        ",   Feb-21  ,"11,089","9,990","1,099",9.9
 CN2612900000000 ,26,129," Ogemaw County, MI                        ",   Feb-21  ,"7,652","6,869",783,10.2
 CN2613100000000 ,26,131," Ontonagon County, MI                     ",   Feb-21  ,"1,980","1,813",167,8.4
 CN2613300000000 ,26,133," Osceola County, MI                       ",   Feb-21  ,"11,298","10,548",750,6.6
 CN2613500000000 ,26,135," Oscoda County, MI                        ",   Feb-21  ,"2,465","2,191",274,11.1
 CN2613700000000 ,26,137," Otsego County, MI                        ",   Feb-21  ,"11,223","10,282",941,8.4
 CN2613900000000 ,26,139," Ottawa County, MI                        ",   Feb-21  ,"156,021","148,580","7,441",4.8
 CN2614100000000 ,26,141," Presque Isle County, MI                  ",   Feb-21  ,"4,702","4,174",528,11.2
 CN2614300000000 ,26,143," Roscommon County, MI                     ",   Feb-21  ,"7,110","6,249",861,12.1
 CN2614500000000 ,26,145," Saginaw County, MI                       ",   Feb-21  ,"81,409","74,873","6,536",8
 CN2614700000000 ,26,147," St. Clair County, MI                     ",   Feb-21  ,"72,870","67,727","5,143",7.1
 CN2614900000000 ,26,149," St. Joseph County, MI                    ",   Feb-21  ,"27,782","26,153","1,629",5.9
 CN2615100000000 ,26,151," Sanilac County, MI                       ",   Feb-21  ,"18,646","17,238","1,408",7.6
 CN2615300000000 ,26,153," Schoolcraft County, MI                   ",   Feb-21  ,"3,046","2,730",316,10.4
 CN2615500000000 ,26,155," Shiawassee County, MI                    ",   Feb-21  ,"31,685","29,574","2,111",6.7
 CN2615700000000 ,26,157," Tuscola County, MI                       ",   Feb-21  ,"22,689","20,944","1,745",7.7
 CN2615900000000 ,26,159," Van Buren County, MI                     ",   Feb-21  ,"33,841","31,250","2,591",7.7
 CN2616100000000 ,26,161," Washtenaw County, MI                     ",   Feb-21  ,"189,865","180,833","9,032",4.8
 CN2616300000000 ,26,163," Wayne County, MI                         ",   Feb-21  ,"784,707","715,615","69,092",8.8
 CN2616500000000 ,26,165," Wexford County, MI                       ",   Feb-21  ,"14,456","13,405","1,051",7.3
 CN2700100000000 ,27,1," Aitkin County, MN                        ",   Feb-21  ,"7,148","6,614",534,7.5
 CN2700300000000 ,27,3," Anoka County, MN                         ",   Feb-21  ,"193,840","185,227","8,613",4.4
 CN2700500000000 ,27,5," Becker County, MN                        ",   Feb-21  ,"18,303","17,330",973,5.3
 CN2700700000000 ,27,7," Beltrami County, MN                      ",   Feb-21  ,"23,847","22,642","1,205",5.1
 CN2700900000000 ,27,9," Benton County, MN                        ",   Feb-21  ,"21,583","20,205","1,378",6.4
 CN2701100000000 ,27,11," Big Stone County, MN                     ",   Feb-21  ,"2,377","2,244",133,5.6
 CN2701300000000 ,27,13," Blue Earth County, MN                    ",   Feb-21  ,"39,745","38,172","1,573",4
 CN2701500000000 ,27,15," Brown County, MN                         ",   Feb-21  ,"13,430","12,758",672,5
 CN2701700000000 ,27,17," Carlton County, MN                       ",   Feb-21  ,"17,158","16,181",977,5.7
 CN2701900000000 ,27,19," Carver County, MN                        ",   Feb-21  ,"57,681","55,612","2,069",3.6
 CN2702100000000 ,27,21," Cass County, MN                          ",   Feb-21  ,"15,609","14,563","1,046",6.7
 CN2702300000000 ,27,23," Chippewa County, MN                      ",   Feb-21  ,"6,472","6,194",278,4.3
 CN2702500000000 ,27,25," Chisago County, MN                       ",   Feb-21  ,"29,566","27,836","1,730",5.9
 CN2702700000000 ,27,27," Clay County, MN                          ",   Feb-21  ,"36,050","34,652","1,398",3.9
 CN2702900000000 ,27,29," Clearwater County, MN                    ",   Feb-21  ,"4,321","3,935",386,8.9
 CN2703100000000 ,27,31," Cook County, MN                          ",   Feb-21  ,"2,696","2,509",187,6.9
 CN2703300000000 ,27,33," Cottonwood County, MN                    ",   Feb-21  ,"6,317","6,066",251,4
 CN2703500000000 ,27,35," Crow Wing County, MN                     ",   Feb-21  ,"31,307","29,338","1,969",6.3
 CN2703700000000 ,27,37," Dakota County, MN                        ",   Feb-21  ,"236,000","226,378","9,622",4.1
 CN2703900000000 ,27,39," Dodge County, MN                         ",   Feb-21  ,"11,739","11,127",612,5.2
 CN2704100000000 ,27,41," Douglas County, MN                       ",   Feb-21  ,"20,616","19,739",877,4.3
 CN2704300000000 ,27,43," Faribault County, MN                     ",   Feb-21  ,"6,674","6,301",373,5.6
 CN2704500000000 ,27,45," Fillmore County, MN                      ",   Feb-21  ,"11,271","10,696",575,5.1
 CN2704700000000 ,27,47," Freeborn County, MN                      ",   Feb-21  ,"15,433","14,753",680,4.4
 CN2704900000000 ,27,49," Goodhue County, MN                       ",   Feb-21  ,"25,921","24,656","1,265",4.9
 CN2705100000000 ,27,51," Grant County, MN                         ",   Feb-21  ,"3,169","2,993",176,5.6
 CN2705300000000 ,27,53," Hennepin County, MN                      ",   Feb-21  ,"686,062","658,227","27,835",4.1
 CN2705500000000 ,27,55," Houston County, MN                       ",   Feb-21  ,"10,224","9,736",488,4.8
 CN2705700000000 ,27,57," Hubbard County, MN                       ",   Feb-21  ,"9,720","9,124",596,6.1
 CN2705900000000 ,27,59," Isanti County, MN                        ",   Feb-21  ,"21,531","20,121","1,410",6.5
 CN2706100000000 ,27,61," Itasca County, MN                        ",   Feb-21  ,"20,996","19,656","1,340",6.4
 CN2706300000000 ,27,63," Jackson County, MN                       ",   Feb-21  ,"5,412","5,188",224,4.1
 CN2706500000000 ,27,65," Kanabec County, MN                       ",   Feb-21  ,"8,933","8,096",837,9.4
 CN2706700000000 ,27,67," Kandiyohi County, MN                     ",   Feb-21  ,"22,978","21,835","1,143",5
 CN2706900000000 ,27,69," Kittson County, MN                       ",   Feb-21  ,"2,206","2,122",84,3.8
 CN2707100000000 ,27,71," Koochiching County, MN                   ",   Feb-21  ,"5,515","5,223",292,5.3
 CN2707300000000 ,27,73," Lac qui Parle County, MN                 ",   Feb-21  ,"3,309","3,150",159,4.8
 CN2707500000000 ,27,75," Lake County, MN                          ",   Feb-21  ,"5,118","4,850",268,5.2
 CN2707700000000 ,27,77," Lake of the Woods County, MN             ",   Feb-21  ,"2,423","2,320",103,4.3
 CN2707900000000 ,27,79," Le Sueur County, MN                      ",   Feb-21  ,"15,847","14,718","1,129",7.1
 CN2708100000000 ,27,81," Lincoln County, MN                       ",   Feb-21  ,"2,927","2,770",157,5.4
 CN2708300000000 ,27,83," Lyon County, MN                          ",   Feb-21  ,"14,003","13,446",557,4
 CN2708500000000 ,27,85," McLeod County, MN                        ",   Feb-21  ,"18,813","17,846",967,5.1
 CN2708700000000 ,27,87," Mahnomen County, MN                      ",   Feb-21  ,"2,074","1,908",166,8
 CN2708900000000 ,27,89," Marshall County, MN                      ",   Feb-21  ,"5,143","4,789",354,6.9
 CN2709100000000 ,27,91," Martin County, MN                        ",   Feb-21  ,"9,375","9,004",371,4
 CN2709300000000 ,27,93," Meeker County, MN                        ",   Feb-21  ,"12,826","12,114",712,5.6
 CN2709500000000 ,27,95," Mille Lacs County, MN                    ",   Feb-21  ,"12,693","11,609","1,084",8.5
 CN2709700000000 ,27,97," Morrison County, MN                      ",   Feb-21  ,"17,253","15,922","1,331",7.7
 CN2709900000000 ,27,99," Mower County, MN                         ",   Feb-21  ,"20,163","19,300",863,4.3
 CN2710100000000 ,27,101," Murray County, MN                        ",   Feb-21  ,"4,606","4,300",306,6.6
 CN2710300000000 ,27,103," Nicollet County, MN                      ",   Feb-21  ,"20,401","19,640",761,3.7
 CN2710500000000 ,27,105," Nobles County, MN                        ",   Feb-21  ,"11,118","10,721",397,3.6
 CN2710700000000 ,27,107," Norman County, MN                        ",   Feb-21  ,"3,114","2,941",173,5.6
 CN2710900000000 ,27,109," Olmsted County, MN                       ",   Feb-21  ,"88,825","85,438","3,387",3.8
 CN2711100000000 ,27,111," Otter Tail County, MN                    ",   Feb-21  ,"29,950","28,278","1,672",5.6
 CN2711300000000 ,27,113," Pennington County, MN                    ",   Feb-21  ,"8,554","8,078",476,5.6
 CN2711500000000 ,27,115," Pine County, MN                          ",   Feb-21  ,"13,966","12,797","1,169",8.4
 CN2711700000000 ,27,117," Pipestone County, MN                     ",   Feb-21  ,"4,317","4,100",217,5
 CN2711900000000 ,27,119," Polk County, MN                          ",   Feb-21  ,"15,784","15,030",754,4.8
 CN2712100000000 ,27,121," Pope County, MN                          ",   Feb-21  ,"6,206","5,919",287,4.6
 CN2712300000000 ,27,123," Ramsey County, MN                        ",   Feb-21  ,"278,705","266,063","12,642",4.5
 CN2712500000000 ,27,125," Red Lake County, MN                      ",   Feb-21  ,"2,158","2,036",122,5.7
 CN2712700000000 ,27,127," Redwood County, MN                       ",   Feb-21  ,"7,367","6,989",378,5.1
 CN2712900000000 ,27,129," Renville County, MN                      ",   Feb-21  ,"8,080","7,626",454,5.6
 CN2713100000000 ,27,131," Rice County, MN                          ",   Feb-21  ,"36,249","34,676","1,573",4.3
 CN2713300000000 ,27,133," Rock County, MN                          ",   Feb-21  ,"5,711","5,565",146,2.6
 CN2713500000000 ,27,135," Roseau County, MN                        ",   Feb-21  ,"7,727","7,426",301,3.9
